,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
7022,MH536811,Unassigned,Unassigned,Unassigned,1076_4,Clustered,4,VC_1076_4,4,0.0748,0.99911186,0.0747,0,0,0,1.0
7023,MH536812,Unassigned,Unassigned,Unassigned,580_2,Clustered/Singleton,1,VC_580_2,1,0.0,0.0,0.0,0,0,0,1.0
7024,MH536813,Unassigned,Unassigned,Unassigned,541_0,Clustered,75,VC_541_0,75,0.9419,1.0,0.9419,0,0,0,1.0
7025,MH536814,Unassigned,Unassigned,Unassigned,1076_4,Clustered,4,VC_1076_4,4,0.0748,0.99911186,0.0747,0,0,0,1.0
7026,MH536815,Unassigned,Unassigned,Unassigned,1336_0,Clustered,10,VC_1336_0,10,1.0,0.0,0.0,0,0,0,1.0
7027,MH536816,Unassigned,Unassigned,Unassigned,327_15,Clustered,2,VC_327_15,2,0.0046,0.91497998,0.0042,0,0,0,1.0
7028,MH536817,Unassigned,Unassigned,Unassigned,544_0,Clustered,100,VC_544_0,100,0.7831,1.0,0.7831,0,0,0,0.9996
7029,MH536818,Unassigned,Unassigned,Unassigned,955_0,Clustered,37,VC_955_0,37,0.9444,1.0,0.9444,0,0,0,0.9955
7030,MH536819,Unassigned,Unassigned,Unassigned,777_0,Clustered,34,VC_777_0,34,0.9177,1.0,0.9177,0,0,0,1.0
7031,MH536820,Unassigned,Unassigned,Unassigned,574_0,Clustered,18,VC_574_0,18,0.1056,1.0,0.1056,0,0,0,0.6667
7032,MH536821,Unassigned,Unassigned,Unassigned,242_0,Clustered,69,VC_242_0,69,0.7874,1.0,0.7874,0,0,0,1.0
7033,MH536822,Unassigned,Unassigned,Unassigned,242_0,Clustered,69,VC_242_0,69,0.7874,1.0,0.7874,0,0,0,1.0
7034,MH536823,Unassigned,Unassigned,Unassigned,863_0,Clustered,6,VC_863_0,6,0.3248,1.0,0.3248,0,0,0,1.0
7035,MH536824,Unassigned,Unassigned,Unassigned,777_0,Clustered,34,VC_777_0,34,0.9177,1.0,0.9177,0,0,0,1.0
7036,MH536825,Unassigned,Unassigned,Unassigned,541_0,Clustered,75,VC_541_0,75,0.9419,1.0,0.9419,0,0,0,1.0
7037,MH536827,Unassigned,Unassigned,Unassigned,574_4,Clustered,28,VC_574_4,28,0.1691,1.0,0.1691,0,0,0,0.8968
7038,MH536828,Unassigned,Unassigned,Unassigned,230_0,Clustered,20,VC_230_0,20,0.6166,1.0,0.6166,0,0,0,1.0
7039,MH536829,Unassigned,Unassigned,Unassigned,574_3,Clustered,20,VC_574_3,20,0.1111,1.0,0.1111,0,0,0,0.8684
7040,MH538193,Unassigned,Unassigned,Unassigned,887_0,Clustered,28,VC_887_0,28,0.6205,1.0,0.6205,0,0,0,0.9841
7041,MH540083,Unassigned,Unassigned,Unassigned,344_0,Clustered,31,VC_344_0,31,0.9506,1.0,0.9506,0,0,0,1.0
7042,MH542234,Unassigned,Unassigned,Unassigned,155_0,Clustered,13,VC_155_0,13,0.2208,1.0,0.2208,0,0,0,1.0
7043,MH550421,Unassigned,Unassigned,Unassigned,289_75,Clustered,2,VC_289_75,2,0.0026,0.91063565,0.0024,0,0,0,1.0
7044,MH552500,Unassigned,Unassigned,Unassigned,684_0,Clustered,21,VC_684_0,21,0.7981,1.0,0.7981,0,0,0,0.8762
7045,MH553563,Unassigned,Unassigned,Unassigned,289_65,Clustered/Singleton,1,VC_289_65,1,0.0,0.0,0.0,0,0,0,1.0
7046,MH560358,Unassigned,Unassigned,Unassigned,614_0,Clustered,27,VC_614_0,27,0.9947,1.0,0.9947,0,0,0,1.0
7047,MH571750,Unassigned,Unassigned,Unassigned,331_7,Clustered,22,VC_331_7,22,0.1197,1.0,0.1197,0,0,0,0.671
7048,MH572269,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7049,MH572274,Unassigned,Unassigned,Unassigned,1338_0,Clustered,3,VC_1338_0,3,1.0,0.0,0.0,0,0,0,1.0
7050,MH572275,Unassigned,Unassigned,Unassigned,1338_0,Clustered,3,VC_1338_0,3,1.0,0.0,0.0,0,0,0,1.0
7051,MH572276,Unassigned,Unassigned,Unassigned,1338_0,Clustered,3,VC_1338_0,3,1.0,0.0,0.0,0,0,0,1.0
7052,MH572277,Unassigned,Unassigned,Unassigned,209_0,Clustered,18,VC_209_0,18,0.1519,0.99390339,0.151,0,0,0,1.0
7053,MH572279,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7054,MH572283,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7055,MH572284,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7056,MH572285,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7057,MH572286,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7058,MH572287,Unassigned,Unassigned,Unassigned,1003_0,Clustered,9,VC_1003_0,9,0.7702,1.0,0.7702,0,0,0,1.0
7059,MH572288,Unassigned,Unassigned,Unassigned,1003_0,Clustered,9,VC_1003_0,9,0.7702,1.0,0.7702,0,0,0,1.0
7060,MH572290,Unassigned,Unassigned,Unassigned,209_0,Clustered,18,VC_209_0,18,0.1519,0.99390339,0.151,0,0,0,1.0
7061,MH572291,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7062,MH572292,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7063,MH572293,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7064,MH572294,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7065,MH572295,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7066,MH572296,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7067,MH572299,Unassigned,Unassigned,Unassigned,1002_0,Clustered,4,VC_1002_0,4,0.1889,0.99994872,0.1889,0,0,0,1.0
7068,MH572300,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7069,MH572301,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7070,MH572302,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7071,MH572303,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7072,MH572305,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7073,MH572306,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7074,MH572307,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7075,MH572308,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7076,MH572309,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7077,MH572310,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7078,MH572311,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7079,MH572312,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7080,MH572313,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7081,MH572314,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7082,MH572315,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7083,MH572316,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7084,MH572317,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7085,MH572318,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7086,MH572319,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7087,MH572320,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7088,MH572321,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7089,MH572325,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7090,MH572326,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7091,MH572328,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7092,MH572329,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7093,MH572336,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7094,MH572338,Unassigned,Unassigned,Unassigned,211_0,Clustered,12,VC_211_0,12,0.3193,1.0,0.3193,0,0,0,1.0
7095,MH572339,Unassigned,Unassigned,Unassigned,211_0,Clustered,12,VC_211_0,12,0.3193,1.0,0.3193,0,0,0,1.0
7096,MH572340,Unassigned,Unassigned,Unassigned,211_0,Clustered,12,VC_211_0,12,0.3193,1.0,0.3193,0,0,0,1.0
7097,MH572342,Unassigned,Unassigned,Unassigned,211_0,Clustered,12,VC_211_0,12,0.3193,1.0,0.3193,0,0,0,1.0
7098,MH572345,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7099,MH572351,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7100,MH572353,Unassigned,Unassigned,Unassigned,1339_0,Clustered,8,VC_1339_0,8,0.8729,0.99996445,0.8729,0,0,0,1.0
7101,MH572354,Unassigned,Unassigned,Unassigned,1339_0,Clustered,8,VC_1339_0,8,0.8729,0.99996445,0.8729,0,0,0,1.0
7102,MH572355,Unassigned,Unassigned,Unassigned,1339_0,Clustered,8,VC_1339_0,8,0.8729,0.99996445,0.8729,0,0,0,1.0
7103,MH572357,Unassigned,Unassigned,Unassigned,1339_0,Clustered,8,VC_1339_0,8,0.8729,0.99996445,0.8729,0,0,0,1.0
7104,MH572358,Unassigned,Unassigned,Unassigned,1339_0,Clustered,8,VC_1339_0,8,0.8729,0.99996445,0.8729,0,0,0,1.0
7105,MH572360,Unassigned,Unassigned,Unassigned,1087_0,Clustered,6,VC_1087_0,6,0.9301,0.78193157,0.7273,0,0,0,1.0
7106,MH572361,Unassigned,Unassigned,Unassigned,1087_0,Clustered,6,VC_1087_0,6,0.9301,0.78193157,0.7273,0,0,0,1.0
7107,MH572364,Unassigned,Unassigned,Unassigned,1092_0,Clustered,3,VC_1092_0,3,0.7741,0.65422141,0.5064,0,0,0,1.0
7108,MH572366,Unassigned,Unassigned,Unassigned,1086_0,Clustered,3,VC_1086_0,3,0.6923,0.23909327,0.1655,0,0,0,1.0
7109,MH572367,Unassigned,Unassigned,Unassigned,1064_0,Clustered,46,VC_1064_0,46,0.9742,0.30245473,0.2946,0,0,0,1.0
7110,MH572368,Unassigned,Unassigned,Unassigned,1064_0,Clustered,46,VC_1064_0,46,0.9742,0.30245473,0.2946,0,0,0,1.0
7111,MH572369,Unassigned,Unassigned,Unassigned,1312_0,Clustered,4,VC_1312_0,4,0.382,0.90256858,0.3448,0,0,0,1.0
7112,MH572370,Unassigned,Unassigned,Unassigned,1068_0,Clustered,5,VC_1068_0,5,0.5273,0.95916133,0.5058,0,0,0,1.0
7113,MH572371,Unassigned,Unassigned,Unassigned,1091_0,Clustered,4,VC_1091_0,4,0.6296,0.98444044,0.6198,0,0,0,1.0
7114,MH572373,Unassigned,Unassigned,Unassigned,1091_0,Clustered,4,VC_1091_0,4,0.6296,0.98444044,0.6198,0,0,0,1.0
7115,MH572374,Unassigned,Unassigned,Unassigned,1067_0,Clustered,7,VC_1067_0,7,0.6775,0.60439482,0.4095,0,0,0,1.0
7116,MH572375,Unassigned,Unassigned,Unassigned,1067_0,Clustered,7,VC_1067_0,7,0.6775,0.60439482,0.4095,0,0,0,1.0
7117,MH572377,Unassigned,Unassigned,Unassigned,1064_0,Clustered,46,VC_1064_0,46,0.9742,0.30245473,0.2946,0,0,0,1.0
7118,MH572378,Unassigned,Unassigned,Unassigned,1064_0,Clustered,46,VC_1064_0,46,0.9742,0.30245473,0.2946,0,0,0,1.0
7119,MH572379,Unassigned,Unassigned,Unassigned,1064_0,Clustered,46,VC_1064_0,46,0.9742,0.30245473,0.2946,0,0,0,1.0
7120,MH572380,Unassigned,Unassigned,Unassigned,1091_0,Clustered,4,VC_1091_0,4,0.6296,0.98444044,0.6198,0,0,0,1.0
7121,MH572382,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7122,MH572383,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7123,MH572384,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7124,MH572385,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7125,MH572386,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7126,MH572387,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7127,MH572388,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7128,MH572389,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7129,MH572390,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7130,MH572391,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7131,MH572392,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7132,MH572393,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7133,MH572394,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7134,MH572395,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7135,MH572396,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7136,MH572397,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7137,MH572400,Unassigned,Unassigned,Unassigned,211_0,Clustered,12,VC_211_0,12,0.3193,1.0,0.3193,0,0,0,1.0
7138,MH572401,Unassigned,Unassigned,Unassigned,211_0,Clustered,12,VC_211_0,12,0.3193,1.0,0.3193,0,0,0,1.0
7139,MH572402,Unassigned,Unassigned,Unassigned,211_0,Clustered,12,VC_211_0,12,0.3193,1.0,0.3193,0,0,0,1.0
7140,MH572403,Unassigned,Unassigned,Unassigned,211_0,Clustered,12,VC_211_0,12,0.3193,1.0,0.3193,0,0,0,1.0
7141,MH572404,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7142,MH572406,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7143,MH572407,Unassigned,Unassigned,Unassigned,1339_0,Clustered,8,VC_1339_0,8,0.8729,0.99996445,0.8729,0,0,0,1.0
7144,MH572408,Unassigned,Unassigned,Unassigned,1339_0,Clustered,8,VC_1339_0,8,0.8729,0.99996445,0.8729,0,0,0,1.0
7145,MH572409,Unassigned,Unassigned,Unassigned,1087_0,Clustered,6,VC_1087_0,6,0.9301,0.78193157,0.7273,0,0,0,1.0
7146,MH572414,Unassigned,Unassigned,Unassigned,1067_0,Clustered,7,VC_1067_0,7,0.6775,0.60439482,0.4095,0,0,0,1.0
7147,MH572415,Unassigned,Unassigned,Unassigned,1067_0,Clustered,7,VC_1067_0,7,0.6775,0.60439482,0.4095,0,0,0,1.0
7148,MH572417,Unassigned,Unassigned,Unassigned,1089_0,Clustered,2,VC_1089_0,2,0.0,0.0,0.0,0,0,0,1.0
7149,MH572419,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7150,MH572420,Unassigned,Unassigned,Unassigned,213_0,Clustered/Singleton,1,VC_213_0,1,0.0,0.0,0.0,0,0,0,1.0
7151,MH572422,Unassigned,Unassigned,Unassigned,209_0,Clustered,18,VC_209_0,18,0.1519,0.99390339,0.151,0,0,0,1.0
7152,MH572423,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7153,MH572424,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7154,MH572425,Unassigned,Unassigned,Unassigned,1002_0,Clustered,4,VC_1002_0,4,0.1889,0.99994872,0.1889,0,0,0,1.0
7155,MH572427,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7156,MH572428,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7157,MH572430,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7158,MH572431,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7159,MH572432,Unassigned,Unassigned,Unassigned,1002_0,Clustered,4,VC_1002_0,4,0.1889,0.99994872,0.1889,0,0,0,1.0
7160,MH572434,Unassigned,Unassigned,Unassigned,328_0,Clustered,2,VC_328_0,2,0.0819,0.24522357,0.0201,0,0,0,1.0
7161,MH572435,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7162,MH572436,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7163,MH572437,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7164,MH572439,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7165,MH572441,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7166,MH572442,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7167,MH572443,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7168,MH572445,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7169,MH572446,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7170,MH572447,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7171,MH572448,Unassigned,Unassigned,Unassigned,209_0,Clustered,18,VC_209_0,18,0.1519,0.99390339,0.151,0,0,0,1.0
7172,MH572450,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7173,MH572451,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7174,MH572452,Unassigned,Unassigned,Unassigned,209_0,Clustered,18,VC_209_0,18,0.1519,0.99390339,0.151,0,0,0,1.0
7175,MH572454,Unassigned,Unassigned,Unassigned,211_0,Clustered,12,VC_211_0,12,0.3193,1.0,0.3193,0,0,0,1.0
7176,MH572457,Unassigned,Unassigned,Unassigned,1087_0,Clustered,6,VC_1087_0,6,0.9301,0.78193157,0.7273,0,0,0,1.0
7177,MH572458,Unassigned,Unassigned,Unassigned,1092_0,Clustered,3,VC_1092_0,3,0.7741,0.65422141,0.5064,0,0,0,1.0
7178,MH572459,Unassigned,Unassigned,Unassigned,1064_0,Clustered,46,VC_1064_0,46,0.9742,0.30245473,0.2946,0,0,0,1.0
7179,MH572460,Unassigned,Unassigned,Unassigned,1064_0,Clustered,46,VC_1064_0,46,0.9742,0.30245473,0.2946,0,0,0,1.0
7180,MH572461,Unassigned,Unassigned,Unassigned,1064_0,Clustered,46,VC_1064_0,46,0.9742,0.30245473,0.2946,0,0,0,1.0
7181,MH572462,Unassigned,Unassigned,Unassigned,1064_0,Clustered,46,VC_1064_0,46,0.9742,0.30245473,0.2946,0,0,0,1.0
7182,MH572463,Unassigned,Unassigned,Unassigned,1064_0,Clustered,46,VC_1064_0,46,0.9742,0.30245473,0.2946,0,0,0,1.0
7183,MH572464,Unassigned,Unassigned,Unassigned,1068_0,Clustered,5,VC_1068_0,5,0.5273,0.95916133,0.5058,0,0,0,1.0
7184,MH572465,Unassigned,Unassigned,Unassigned,1064_0,Clustered,46,VC_1064_0,46,0.9742,0.30245473,0.2946,0,0,0,1.0
7185,MH572466,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7186,MH572467,Unassigned,Unassigned,Unassigned,1003_0,Clustered,9,VC_1003_0,9,0.7702,1.0,0.7702,0,0,0,1.0
7187,MH572468,Unassigned,Unassigned,Unassigned,1003_0,Clustered,9,VC_1003_0,9,0.7702,1.0,0.7702,0,0,0,1.0
7188,MH572469,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7189,MH572470,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7190,MH572471,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7191,MH572472,Unassigned,Unassigned,Unassigned,433_0,Clustered,20,VC_433_0,20,0.66,1.0,0.66,0,0,0,1.0
7192,MH572473,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7193,MH572475,Unassigned,Unassigned,Unassigned,328_0,Clustered,2,VC_328_0,2,0.0819,0.24522357,0.0201,0,0,0,1.0
7194,MH572479,Unassigned,Unassigned,Unassigned,430_0,Clustered/Singleton,1,VC_430_0,1,0.0,0.0,0.0,0,0,0,1.0
7195,MH572480,Unassigned,Unassigned,Unassigned,436_0,Clustered,25,VC_436_0,25,0.5655,1.0,0.5655,0,0,0,1.0
7196,MH572482,Unassigned,Unassigned,Unassigned,1087_0,Clustered,6,VC_1087_0,6,0.9301,0.78193157,0.7273,0,0,0,1.0
7197,MH572483,Unassigned,Unassigned,Unassigned,1087_0,Clustered,6,VC_1087_0,6,0.9301,0.78193157,0.7273,0,0,0,1.0
7198,MH572484,Unassigned,Unassigned,Unassigned,1323_0,Clustered,4,VC_1323_0,4,1.0,0.0,0.0,0,0,0,1.0
7199,MH572485,Unassigned,Unassigned,Unassigned,1067_0,Clustered,7,VC_1067_0,7,0.6775,0.60439482,0.4095,0,0,0,1.0
7200,MH572486,Unassigned,Unassigned,Unassigned,1083_0,Clustered,33,VC_1083_0,33,0.6244,1.0,0.6244,0,0,0,1.0
7201,MH572487,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7202,MH572489,Unassigned,Unassigned,Unassigned,1093_0,Clustered,2,VC_1093_0,2,0.5464,0.0,0.0,0,0,0,1.0
7203,MH572490,Unassigned,Unassigned,Unassigned,1341_0,Clustered,6,VC_1341_0,6,1.0,0.0,0.0,0,0,0,1.0
7204,MH572491,Unassigned,Unassigned,Unassigned,1341_0,Clustered,6,VC_1341_0,6,1.0,0.0,0.0,0,0,0,1.0
7205,MH572492,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7206,MH572493,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7207,MH572494,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7208,MH572495,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
7209,MH572496,Unassigned,Unassigned,Unassigned,1003_0,Clustered,9,VC_1003_0,9,0.7702,1.0,0.7702,0,0,0,1.0
7210,MH572497,Unassigned,Unassigned,Unassigned,1003_0,Clustered,9,VC_1003_0,9,0.7702,1.0,0.7702,0,0,0,1.0
7211,MH572498,Unassigned,Unassigned,Unassigned,1003_0,Clustered,9,VC_1003_0,9,0.7702,1.0,0.7702,0,0,0,1.0
7212,MH572499,Unassigned,Unassigned,Unassigned,1003_0,Clustered,9,VC_1003_0,9,0.7702,1.0,0.7702,0,0,0,1.0
7213,MH572500,Unassigned,Unassigned,Unassigned,1003_0,Clustered,9,VC_1003_0,9,0.7702,1.0,0.7702,0,0,0,1.0
7214,MH572501,Unassigned,Unassigned,Unassigned,1002_0,Clustered,4,VC_1002_0,4,0.1889,0.99994872,0.1889,0,0,0,1.0
7215,MH572503,Unassigned,Unassigned,Unassigned,428_0,Clustered,50,VC_428_0,50,0.5035,1.0,0.5035,0,0,0,1.0
7216,MH572504,Unassigned,Unassigned,Unassigned,1001_0,Clustered,69,VC_1001_0,69,0.8473,1.0,0.8473,0,0,0,1.0
